Car_ID,Age,Kilometers_Driven,Selling_Price,Present_Price,Fuel_Type,Transmission,Owner_Count,Engine_CC,Mileage,Service_History,Accident_History,Purchase_Suitability
1238,7,50220,128000.0,717000.0,Petrol,Manual,1,1225.0,18.4,Good,No,SUITABLE
1239,5,97923,201000.0,586000.0,Petrol,Automatic,3,800.0,23.3,Average,No,NOT_SUITABLE
1240,10,96690,145000.0,537000.0,Petrol,Manual,1,982.0,20.0,Good,No,NOT_SUITABLE
1241,3,52754,365000.0,736000.0,Petrol,Manual,1,1977.0,23.8,Good,No,SUITABLE
1242,9,79965,287000.0,1350000.0,Diesel,Manual,2,1504.0,21.8,Average,No,SUITABLE
1243,2,43606,1055000.0,1493000.0,Petrol,Manual,4,821.0,19.7,Good,No,SUITABLE
1244,10,119414,123000.0,732000.0,Diesel,Automatic,1,800.0,16.9,Average,No,NOT_SUITABLE
1245,10,105837,207000.0,1517000.0,Petrol,Manual,1,1305.0,18.1,Good,No,SUITABLE
1246,2,65231,675000.0,862000.0,Petrol,Automatic,1,1974.0,19.9,Good,No,SUITABLE
1247,12,130962,155000.0,1464000.0,Petrol,Automatic,1,1275.0,20.8,Good,No,SUITABLE
1248,7,119555,176000.0,817000.0,Diesel,Manual,1,1873.0,21.3,Good,Yes,NOT_SUITABLE
1249,12,115459,94000.0,896000.0,Petrol,Manual,2,1491.0,21.4,Good,Yes,NOT_SUITABLE
1250,1,19009,848000.0,978000.0,Petrol,Automatic,4,1539.0,23.7,Good,No,SUITABLE
1251,3,87979,1168000.0,1963000.0,Diesel,Manual,1,816.0,23.0,Poor,No,SUITABLE
1252,8,89707,259000.0,1148000.0,Diesel,Manual,2,1725.0,22.9,Average,No,NOT_SUITABLE
1253,3,89021,346000.0,602000.0,Petrol,Automatic,2,1216.0,23.3,Good,No,SUITABLE
1254,5,85934,450000.0,1189000.0,CNG,Automatic,1,1695.0,21.5,Average,No,SUITABLE
1255,10,107115,107000.0,723000.0,Petrol,Manual,3,1024.0,23.2,Average,Yes,NOT_SUITABLE
1256,3,72173,418000.0,679000.0,Petrol,Manual,2,1421.0,22.4,Average,No,SUITABLE
1257,11,159422,234000.0,1168000.0,Petrol,Manual,2,1491.0,18.7,Good,No,SUITABLE
1258,2,103694,567000.0,861000.0,Petrol,Automatic,1,1288.0,20.7,Good,No,SUITABLE
1259,3,66026,582000.0,948000.0,Petrol,Manual,1,1512.0,,Good,No,SUITABLE
1260,9,107024,83000.0,855000.0,Diesel,Manual,1,1243.0,22.9,Good,Yes,NOT_SUITABLE
1261,12,146677,192000.0,968000.0,Petrol,Manual,1,1090.0,19.1,Good,No,SUITABLE
1262,3,45895,531000.0,999000.0,Diesel,Automatic,2,1992.0,24.7,Poor,No,NOT_SUITABLE
1263,5,84828,102000.0,250000.0,CNG,Automatic,1,1770.0,16.9,Poor,No,NOT_SUITABLE
